0.525551278096 face 293.000000,247.600006,368.200012,247.000000,296.833344,267.833344,366.000000,267.833344,321.555542,305.555542,324.857147,342.142853,325.571442,357.571442
0.525967329867 face 293.399994,247.000000,368.000000,246.000000,297.333344,267.500000,365.833344,267.333344,322.888885,305.444458,325.857147,343.285706,326.428558,357.857147
0.527250441129 face 294.799988,248.000000,368.200012,246.399994,298.166656,267.500000,366.166656,267.166656,323.444458,306.111115,326.142853,343.285706,326.714294,357.428558
0.527664973076 face 292.200012,247.000000,368.399994,245.600006,296.833344,266.666656,365.666656,266.500000,323.222229,304.222229,326.142853,341.857147,326.428558,357.142853
0.529260788089 face 294.200012,249.000000,368.600006,249.000000,298.666656,268.833344,365.833344,269.333344,324.111115,306.888885,327.285706,343.428558,327.571442,357.571442
0.529670380609 face 296.200012,249.399994,371.399994,251.000000,299.666656,270.166656,368.333344,271.833344,330.333344,309.111115,331.000000,346.714294,330.571442,362.428558
0.530113029298 face 294.000000,245.000000,386.600006,248.399994,297.333344,269.500000,384.666656,272.333344,332.222229,308.888885,334.428558,353.000000,334.142853,368.285706
0.530412434591 face 298.799988,248.399994,387.200012,250.800003,301.666656,270.833344,384.166656,272.166656,333.888885,309.888885,335.142853,352.857147,334.857147,366.714294
0.530647627327 face 300.799988,255.000000,383.600006,259.200012,303.666656,278.500000,380.166656,281.333344,337.888885,316.000000,337.285706,356.857147,337.142853,371.142853
0.530860782618 face 304.000000,251.800003,384.399994,252.600006,305.833344,273.833344,382.333344,273.666656,341.555542,312.333344,340.428558,354.857147,340.000000,368.285706
0.531074317865 face 296.600006,252.399994,380.000000,249.399994,301.166656,272.166656,378.333344,269.500000,330.444458,309.444458,333.000000,352.000000,333.285706,365.428558
0.531275314566 face 292.200012,250.600006,368.200012,249.399994,296.166656,271.666656,364.833344,270.833344,327.111115,306.777771,327.857147,346.000000,327.857147,362.571442
0.531480490782 face 289.799988,247.800003,367.600006,247.399994,293.166656,270.166656,363.833344,269.166656,326.222229,304.555542,327.285706,345.428558,327.857147,359.857147
0.531681107526 face 292.399994,249.600006,367.799988,249.399994,296.166656,271.000000,364.833344,270.500000,326.888885,306.000000,327.714294,346.428558,327.714294,361.857147
0.531884763918 face 292.600006,248.800003,366.399994,250.600006,295.666656,267.166656,364.166656,269.666656,321.777771,306.555542,324.142853,344.285706,324.285706,358.571442
0.532075881764 face 295.399994,251.399994,368.799988,252.800003,299.000000,270.500000,366.166656,272.333344,326.888885,307.000000,328.285706,345.571442,328.285706,359.857147
0.532262060182 face 312.200012,250.399994,385.399994,252.399994,314.833344,271.833344,382.833344,273.166656,342.555542,307.888885,342.714294,347.000000,343.142853,361.142853
0.532437599833 face 310.200012,275.399994,383.200012,286.000000,310.000000,301.000000,377.500000,309.666656,346.333344,340.444458,340.428558,376.285706,339.714294,389.857147
0.533713871888 face 292.200012,274.600006,371.600006,282.600006,294.333344,299.500000,364.666656,306.500000,332.111115,340.222229,326.857147,376.857147,326.714294,386.571442
0.534197935775 face 253.399994,246.199997,321.600006,251.000000,255.833328,270.833344,316.500000,274.166656,287.777771,296.666656,285.714294,330.857147,285.428558,340.857147
0.534652743054 face 250.399994,235.600006,320.799988,240.199997,254.000000,259.500000,315.500000,263.166656,285.333344,284.777771,282.714294,318.000000,282.285706,327.000000
0.53514630584 face 255.600006,221.800003,326.600006,227.199997,258.333344,245.666672,320.500000,249.833328,288.888885,269.777771,285.428558,303.285706,285.000000,313.571442
0.537958359867 face 212.399994,171.399994,285.399994,174.199997,217.000000,198.500000,280.333344,199.166672,245.555557,222.777771,245.571426,258.428558,246.142853,268.000000
0.546770678343 face 205.600006,178.199997,276.799988,180.399994,208.833328,203.166672,272.333344,204.166672,236.888885,227.444443,236.571426,261.857147,236.142853,270.857147
0.559801647793 face 198.600006,189.600006,265.799988,191.000000,202.333328,214.500000,262.333344,214.833328,227.777771,237.888885,227.571426,271.000000,228.000000,280.142853
0.567054247072 face 192.600006,207.800003,254.600006,209.199997,195.000000,231.833328,251.833328,232.666672,217.000000,254.111115,216.857147,286.000000,216.714279,295.000000
0.56906383412 face 179.600006,230.800003,234.399994,227.600006,183.500000,252.333328,232.500000,250.166672,200.222229,274.444458,202.000000,303.857147,202.428574,312.000000
0.575486609592 face 146.000000,267.000000,196.800003,253.800003,151.833328,286.500000,200.000000,274.333344,168.000000,308.333344,176.428574,334.857147,179.571426,343.000000
0.579337463201 face 377.200012,322.799988,427.000000,330.000000,376.166656,339.833344,424.666656,346.666656,387.333344,367.888885,388.571442,395.285706,388.000000,406.428558
0.592071307094 face 376.600006,323.799988,424.799988,327.000000,376.833344,341.833344,424.166656,345.166656,388.777771,368.666656,392.000000,396.571442,392.285706,407.571442
0.594039478944 face 377.000000,327.799988,427.399994,326.799988,378.333344,345.166656,425.333344,344.666656,393.000000,369.333344,395.857147,397.428558,396.571442,408.285706
0.59443159349 face 378.000000,326.200012,426.600006,324.600006,379.500000,344.000000,425.500000,343.666656,395.333344,368.444458,397.428558,396.857147,397.857147,408.285706
0.59494263425 face 376.799988,324.799988,428.200012,323.600006,378.500000,343.166656,426.666656,342.833344,394.666656,367.555542,397.000000,396.571442,397.714294,408.571442
0.600323190536 face 375.399994,324.000000,426.000000,323.399994,377.333344,342.000000,425.000000,341.833344,393.888885,366.444458,396.714294,395.285706,397.285706,408.571442
0.600555723581 face 374.200012,326.399994,424.799988,323.600006,376.166656,343.500000,423.500000,342.000000,392.000000,366.888885,394.571442,396.142853,395.285706,409.285706
0.600706946051 face 372.000000,326.600006,423.000000,323.200012,375.000000,344.166656,422.000000,342.500000,388.888885,367.111115,392.857147,396.000000,393.428558,410.857147
0.600846769842 face 369.600006,327.600006,422.200012,323.399994,372.000000,345.333344,420.833344,342.000000,387.555542,366.444458,391.285706,396.000000,392.142853,411.000000
0.600979374471 face 366.200012,323.799988,413.200012,323.399994,366.500000,341.833344,412.500000,341.500000,383.444458,366.888885,385.142853,395.714294,385.428558,410.714294
0.601108939452 face 342.200012,339.799988,391.799988,336.799988,346.500000,355.666656,392.000000,352.833344,362.111115,380.333344,369.000000,406.000000,370.428558,415.142853
0.601237744521 face 352.000000,342.399994,403.200012,332.399994,357.000000,359.000000,406.166656,350.000000,377.888885,380.888885,386.857147,406.285706,389.571442,415.000000
0.601365029766 face 356.000000,340.000000,408.000000,332.000000,360.500000,357.000000,408.666656,350.333344,378.888885,380.444458,384.714294,407.571442,386.857147,416.000000
0.601507133293 face 360.799988,337.399994,412.600006,331.200012,364.666656,354.833344,412.500000,349.833344,384.666656,379.000000,387.857147,406.000000,389.428558,415.857147
0.601649616776 face 363.200012,336.399994,414.600006,332.799988,366.666656,353.333344,414.166656,351.000000,384.000000,378.333344,387.428558,405.285706,388.285706,413.857147
0.601785641008 face 364.399994,339.799988,420.799988,331.200012,369.333344,355.000000,421.833344,347.666656,393.000000,377.666656,399.142853,404.428558,401.571442,413.428558
0.601915205989 face 366.200012,339.600006,419.600006,331.200012,370.166656,356.000000,420.666656,348.833344,392.111115,378.222229,399.000000,405.285706,401.142853,414.714294
0.602043251146 face 366.200012,338.200012,421.000000,331.000000,370.500000,355.000000,421.833344,348.833344,392.888885,378.000000,399.285706,405.000000,401.142853,414.000000
0.60216977648 face 365.200012,339.600006,420.600006,331.799988,370.333344,355.166656,421.666656,349.333344,391.444458,378.888885,398.285706,405.857147,400.714294,414.142853
0.602493498954 face 365.799988,337.799988,419.600006,330.799988,370.333344,354.500000,420.666656,349.166656,392.111115,378.666656,398.428558,405.285706,400.571442,414.714294
0.602654600279 face 365.000000,338.600006,421.000000,331.200012,369.833344,355.000000,422.500000,348.166656,392.555542,378.666656,399.142853,405.285706,401.285706,414.000000
0.602796703806 face 366.000000,338.000000,420.799988,331.200012,370.333344,354.166656,421.666656,348.333344,392.666656,378.333344,398.428558,404.714294,400.714294,413.571442
0.60293728751 face 366.799988,337.799988,421.200012,330.399994,370.833344,355.166656,422.666656,348.166656,393.111115,378.111115,400.000000,405.000000,402.000000,414.285706
0.603076731345 face 368.000000,339.200012,420.600006,331.200012,372.166656,355.166656,421.666656,348.500000,394.555542,378.111115,401.000000,405.000000,402.857147,414.000000
0.603210855798 face 367.799988,339.600006,420.200012,330.799988,372.833344,355.333344,421.666656,348.666656,393.888885,378.333344,400.285706,405.428558,402.285706,414.285706
0.603341560646 face 367.600006,339.000000,421.000000,331.000000,372.000000,354.833344,422.500000,348.833344,395.333344,378.555542,400.714294,405.428558,402.857147,414.714294
0.603473785319 face 367.000000,339.000000,421.000000,330.799988,371.666656,355.166656,421.666656,348.833344,393.444458,379.111115,400.000000,406.000000,402.142853,415.142853
0.603603730256 face 366.200012,340.000000,419.399994,331.000000,370.833344,355.500000,420.333344,348.500000,393.333344,378.777771,399.714294,405.714294,401.857147,415.000000
0.603737474752 face 363.000000,337.200012,415.799988,331.600006,366.666656,354.166656,415.500000,349.333344,385.000000,378.444458,389.857147,405.857147,391.428558,415.285706
0.603882997883 face 358.200012,342.799988,408.799988,331.799988,362.500000,358.000000,410.166656,349.833344,381.333344,380.777771,387.142853,407.428558,389.714294,417.285706
0.604018262203 face 349.399994,343.600006,402.000000,332.799988,354.333344,358.333344,404.166656,349.333344,378.111115,381.555542,384.857147,407.857147,387.142853,417.428558
0.604152766611 face 335.399994,345.799988,387.600006,332.399994,341.333344,361.000000,390.666656,349.166656,362.000000,384.333344,371.714294,411.285706,375.142853,419.142853
0.604284991284 face 317.200012,346.200012,371.799988,330.799988,324.500000,361.333344,375.500000,347.833344,344.666656,384.333344,356.142853,410.857147,360.285706,419.428558
0.604419875648 face 306.200012,345.600006,355.600006,331.399994,313.166656,360.000000,358.666656,347.500000,329.000000,383.000000,341.000000,409.142853,344.571442,415.857147
0.604557419704 face 287.000000,339.600006,340.000000,330.600006,294.333344,356.166656,342.000000,347.833344,305.222229,382.111115,318.285706,408.857147,321.285706,415.428558
0.604692304068 face 267.200012,340.000000,317.200012,319.399994,275.500000,355.666656,321.500000,337.500000,296.000000,377.000000,309.000000,403.857147,314.000000,412.285706
0.609619952855 face 286.799988,337.200012,336.799988,319.600006,293.833344,353.333344,340.500000,337.666656,311.777771,375.333344,323.857147,402.857147,328.428558,411.571442
0.616826957419 face 296.799988,337.600006,349.200012,321.799988,303.500000,354.333344,351.666656,341.000000,326.888885,376.111115,335.571442,403.714294,338.857147,414.142853
0.621639479552 face 304.399994,339.799988,355.000000,325.600006,310.000000,355.666656,357.166656,343.500000,327.666656,379.333344,337.714294,407.142853,341.571442,415.857147
0.640171831281 face 309.600006,344.200012,360.200012,331.200012,315.333344,360.666656,361.833344,349.666656,329.888885,383.333344,339.714294,410.142853,343.428558,420.000000
0.64769685898 face 313.600006,349.200012,365.600006,337.000000,319.333344,364.000000,366.666656,354.000000,341.111115,384.555542,347.142853,412.000000,349.714294,421.571442
0.652581572744 face 320.399994,350.399994,369.200012,339.600006,325.666656,365.833344,370.833344,357.666656,344.222229,386.888885,350.285706,413.571442,352.571442,423.285706
0.661936848281 face 326.399994,350.799988,372.600006,341.399994,330.666656,365.666656,374.000000,358.833344,345.222229,387.111115,351.000000,413.857147,353.000000,422.285706
0.666845879226 face 325.600006,354.600006,374.399994,343.600006,330.666656,370.666656,375.833344,361.333344,347.222229,393.333344,354.857147,417.714294,357.142853,426.571442
0.674416501639 face 327.799988,356.399994,375.600006,345.799988,332.666656,371.666656,377.500000,362.500000,345.666656,394.444458,354.714294,420.000000,357.000000,429.285706
0.686673120852 face 331.799988,356.000000,378.399994,345.399994,335.500000,371.666656,380.666656,363.166656,352.444458,393.666656,358.857147,420.714294,360.857147,427.714294
0.692882741033 face 336.000000,356.000000,383.200012,346.799988,340.500000,371.333344,384.833344,364.000000,357.222229,392.444458,363.857147,418.285706,366.142853,427.285706
0.699683192724 face 336.000000,356.799988,384.600006,346.799988,340.500000,372.166656,386.000000,364.333344,359.222229,392.111115,364.857147,418.714294,366.428558,427.714294
0.704880990196 face 337.000000,356.399994,386.600006,346.799988,341.500000,372.000000,388.666656,364.000000,359.888885,393.222229,366.285706,420.285706,368.285706,428.857147
0.716582113801 face 340.200012,357.399994,388.600006,348.200012,344.000000,372.833344,390.166656,365.500000,363.222229,393.777771,368.571442,421.285706,370.142853,429.857147
0.72243305556 face 340.399994,357.600006,390.000000,348.200012,344.833344,373.500000,390.166656,365.833344,362.888885,394.333344,368.571442,421.000000,370.285706,430.857147
0.724180093044 face 338.000000,356.399994,388.200012,348.799988,342.166656,372.000000,389.833344,365.500000,359.333344,395.444458,366.285706,421.714294,368.000000,430.428558
0.725610627216 face 338.000000,358.799988,387.799988,348.600006,341.666656,374.666656,389.500000,366.333344,360.333344,396.666656,367.285706,423.000000,369.285706,431.857147
0.727055219759 face 334.799988,354.200012,390.399994,347.799988,338.833344,370.166656,393.000000,364.166656,358.666656,395.888885,365.857147,422.857147,367.571442,432.428558
0.728446998424 face 333.399994,356.600006,378.799988,350.000000,338.166656,372.666656,379.666656,367.666656,347.555542,397.555542,354.000000,424.428558,355.142853,431.000000
0.730029135023 face 331.399994,359.799988,379.200012,348.799988,336.666656,374.500000,381.166656,366.333344,352.888885,396.333344,361.142853,422.714294,363.285706,432.000000
0.731562257303 face 334.200012,357.600006,385.399994,347.399994,339.000000,373.666656,387.833344,365.166656,356.444458,397.444458,364.285706,424.142853,366.714294,433.285706
0.73305434434 face 335.799988,355.399994,385.200012,349.000000,340.666656,372.333344,388.333344,367.166656,357.333344,397.000000,365.142853,423.571442,367.142853,433.571442
0.734427125208 face 337.799988,355.799988,387.600006,351.000000,342.000000,373.000000,390.333344,368.000000,357.777771,398.444458,365.857147,424.857147,368.142853,435.714294
0.735869817971 face 338.600006,355.200012,388.399994,350.200012,342.333344,372.166656,391.833344,367.000000,358.777771,397.888885,366.714294,424.714294,368.571442,436.000000
0.740564173801 face 341.200012,358.000000,388.200012,351.600006,345.333344,374.166656,389.500000,368.166656,359.555542,398.111115,367.428558,424.142853,369.142853,434.428558
0.742044102248 face 343.000000,359.000000,390.399994,351.799988,347.000000,374.333344,391.333344,368.666656,362.111115,398.000000,369.428558,424.142853,371.285706,433.857147
0.743486415055 face 348.200012,360.799988,393.000000,352.399994,351.500000,375.333344,394.500000,369.000000,368.444458,396.111115,374.714294,422.000000,376.285706,431.142853
0.7449758424 face 353.200012,358.200012,401.399994,352.200012,356.000000,373.166656,404.000000,367.666656,372.555542,395.555542,379.142853,422.000000,380.428558,430.857147
0.746438292873 face 356.000000,355.200012,402.000000,350.600006,359.000000,372.000000,403.166656,368.000000,376.000000,395.111115,381.571442,420.428558,383.000000,430.714294
0.747842610085 face 358.399994,356.000000,405.399994,350.600006,361.500000,372.000000,406.666656,367.000000,378.444458,393.888885,383.714294,421.000000,384.857147,430.571442
0.749320638752 face 359.600006,355.399994,406.399994,350.600006,362.666656,371.666656,407.166656,367.000000,379.444458,394.777771,384.714294,420.857147,386.000000,430.142853
0.750698739002 face 359.000000,355.200012,405.799988,351.000000,362.000000,371.333344,407.000000,367.000000,378.555542,394.222229,383.857147,420.857147,385.142853,429.428558
0.752150170752 face 358.399994,355.799988,406.000000,351.799988,361.000000,371.666656,407.333344,367.500000,378.555542,395.444458,384.142853,421.714294,385.428558,430.428558
0.754276024323 face 377.799988,352.799988,426.000000,349.600006,380.166656,370.333344,426.000000,368.500000,397.555542,395.444458,399.857147,423.000000,400.285706,432.714294
0.755648045279 face 385.000000,355.799988,435.799988,350.200012,388.833344,372.500000,435.666656,368.333344,406.555542,392.111115,411.000000,420.000000,412.428558,429.857147
0.75700638782 face 387.399994,351.200012,440.000000,351.000000,389.833344,368.333344,439.166656,368.666656,410.555542,393.000000,414.000000,420.142853,414.857147,430.000000
0.758389427498 face 390.200012,351.000000,441.399994,350.399994,392.666656,369.000000,440.500000,369.000000,412.333344,393.777771,415.714294,421.285706,416.857147,430.428558
0.75976638788 face 387.600006,355.000000,439.399994,350.200012,390.500000,371.000000,438.500000,367.833344,410.000000,393.444458,414.000000,420.000000,415.142853,429.857147
0.761193502449 face 381.600006,349.600006,434.200012,349.799988,383.000000,367.833344,431.333344,368.500000,403.666656,395.222229,401.571442,423.285706,401.142853,435.714294
0.762562483757 face 377.000000,355.799988,425.000000,350.200012,380.000000,372.166656,425.333344,368.000000,397.444458,394.888885,402.285706,421.142853,403.714294,430.428558
0.763958441937 face 375.000000,355.399994,421.399994,352.200012,377.500000,371.666656,421.666656,369.333344,393.111115,392.777771,397.571442,418.571442,398.857147,427.571442
0.765365038885 face 383.200012,349.799988,433.000000,353.000000,384.166656,367.333344,430.666656,370.666656,400.555542,394.000000,399.714294,423.285706,398.571442,435.000000
0.766729460721 face 387.200012,357.399994,436.799988,352.000000,390.166656,373.666656,436.666656,370.000000,408.666656,394.111115,412.714294,420.857147,414.000000,430.428558
0.768075264715 face 391.200012,353.200012,443.600006,354.200012,393.500000,370.000000,442.500000,371.833344,415.000000,395.444458,418.000000,422.714294,418.714294,432.571442
0.772512390364 face 391.799988,359.200012,444.799988,354.200012,394.833344,377.000000,444.166656,373.833344,418.000000,400.777771,419.857147,431.000000,421.142853,441.714294
0.773934185549 face 387.600006,360.600006,439.200012,355.000000,391.000000,376.166656,439.000000,372.666656,410.444458,398.111115,414.857147,425.428558,416.571442,436.000000
0.775311525888 face 381.799988,362.600006,434.000000,354.399994,386.666656,378.333344,434.333344,372.333344,408.888885,398.777771,413.428558,426.714294,415.857147,437.428558
0.776683546843 face 383.200012,362.399994,435.000000,354.200012,387.500000,378.166656,436.000000,372.500000,410.888885,400.111115,416.000000,427.000000,418.285706,438.142853
0.778104962073 face 384.200012,359.600006,438.200012,352.200012,388.500000,376.166656,438.166656,370.500000,412.333344,399.333344,416.428558,428.142853,418.714294,439.857147
0.779481162544 face 387.000000,355.399994,442.799988,353.200012,390.500000,371.833344,442.666656,370.500000,416.555542,398.222229,421.000000,426.857147,422.428558,436.714294
0.780842924688 face 385.799988,358.799988,437.200012,352.799988,389.500000,375.833344,437.666656,371.333344,412.666656,398.111115,416.428558,425.285706,418.000000,434.857147
0.782240402693 face 374.600006,348.399994,432.399994,353.600006,376.333344,366.333344,429.000000,370.833344,399.111115,396.777771,398.142853,423.571442,397.285706,435.571442
0.783598365277 face 378.399994,360.200012,427.399994,354.799988,380.833344,375.666656,427.333344,371.833344,400.333344,398.666656,403.714294,423.714294,404.571442,433.142853
0.785463189107 face 374.799988,362.600006,423.799988,355.399994,378.666656,377.000000,424.166656,371.833344,398.555542,398.777771,402.857147,424.285706,404.571442,433.142853
0.786821151692 face 375.200012,361.799988,424.000000,354.600006,378.833344,376.166656,424.166656,370.833344,399.666656,397.666656,404.142853,423.428558,406.000000,432.000000
0.78822584886 face 370.799988,353.200012,427.799988,351.399994,374.000000,369.333344,426.000000,368.166656,400.666656,395.555542,401.714294,423.857147,402.428558,435.000000
0.789599009683 face 371.600006,352.000000,428.200012,349.000000,375.166656,368.000000,426.833344,365.333344,400.444458,393.111115,402.714294,421.857147,404.142853,432.857147
0.790966471167 face 376.000000,351.399994,422.399994,349.200012,378.166656,365.166656,423.166656,363.666656,395.888885,387.888885,399.857147,410.000000,401.285706,418.857147
0.792377627585 face 375.399994,351.399994,423.000000,348.399994,377.833344,365.833344,423.666656,363.500000,396.222229,388.444458,400.142853,410.571442,401.428558,420.000000
0.793764086867 face 372.600006,356.000000,423.399994,346.399994,376.666656,371.333344,424.166656,364.166656,399.444458,390.000000,404.000000,416.428558,406.285706,426.428558
0.795137627646 face 373.200012,355.200012,424.200012,346.399994,377.000000,371.000000,424.500000,363.833344,400.555542,389.555542,404.857147,416.142853,406.714294,426.285706
0.796489510936 face 374.000000,354.200012,425.399994,345.600006,378.000000,369.833344,425.500000,363.166656,402.222229,388.777771,406.142853,415.285706,407.857147,425.428558
0.79790864643 face 373.399994,355.000000,425.200012,346.600006,378.000000,370.333344,425.000000,364.000000,401.333344,390.222229,405.000000,416.428558,406.857147,426.285706
0.799230893155 face 373.200012,355.600006,424.600006,346.799988,377.166656,371.500000,425.000000,364.166656,400.555542,389.777771,405.142853,416.142853,407.142853,426.285706
0.803892952729 face 374.000000,353.799988,425.799988,346.600006,378.000000,370.166656,425.333344,364.333344,400.555542,390.000000,404.714294,416.000000,406.285706,426.857147
