0.108819385657 mouse 393,10
0.109086114738 mouse 393,12
0.109296610337 mouse 384,11
0.109473669812 mouse 368,2
0.508902368037 face 213.199997,288.399994,283.600006,282.799988,219.333328,310.666656,280.166656,305.666656,248.777771,335.777771,251.571426,370.714294,253.000000,381.571442
0.509894812993 face 211.199997,288.200012,280.799988,282.000000,217.666672,310.333344,277.833344,304.166656,245.888885,335.000000,249.571426,370.142853,251.428574,379.857147
0.510684361469 face 214.600006,285.399994,283.399994,280.000000,220.500000,307.833344,280.833344,302.333344,249.333328,333.000000,252.571426,367.714294,254.285721,378.571442
0.511096613681 face 213.000000,290.000000,281.799988,284.600006,218.833328,312.666656,279.000000,307.000000,247.444443,336.888885,251.000000,371.714294,252.571426,382.571442
0.511915038809 face 211.800003,287.000000,280.399994,281.799988,217.333328,309.500000,278.000000,304.333344,246.333328,334.444458,249.428574,368.571442,251.000000,378.857147
0.512760060854 face 211.800003,290.200012,279.799988,284.399994,217.333328,312.000000,276.000000,305.833344,245.000000,336.222229,248.285721,370.714294,250.428574,381.285706
0.513585325189 face 212.000000,287.200012,279.799988,281.600006,217.333328,309.333344,277.000000,304.000000,246.000000,333.333344,248.714279,368.000000,250.142853,378.571442
0.514416288864 face 213.600006,287.799988,280.600006,282.399994,218.833328,309.333344,278.000000,304.333344,246.888885,334.000000,249.571426,368.142853,251.142853,379.285706
0.515246492627 face 214.600006,286.399994,280.399994,281.200012,219.833328,308.833344,278.000000,303.333344,247.000000,331.777771,250.142853,366.428558,252.000000,376.857147
0.516078976125 face 216.199997,285.200012,283.200012,280.600006,221.666672,306.166656,280.500000,301.666656,249.222229,330.666656,252.142853,365.428558,253.285721,375.571442
0.51692779773 face 218.199997,285.200012,285.200012,280.600006,222.666672,306.666656,282.500000,302.166656,251.666672,330.888885,253.428574,365.714294,254.857147,376.714294
0.521951195417 face 219.000000,284.000000,285.799988,280.000000,223.333328,305.666656,283.333344,302.000000,252.444443,329.555542,254.000000,364.857147,255.714279,375.857147
0.522750242792 face 217.199997,284.600006,285.000000,280.600006,222.333328,307.000000,282.000000,302.500000,250.888885,330.444458,252.571426,364.571442,253.857147,375.714294
0.523149196545 face 217.399994,284.000000,284.200012,279.600006,221.833328,306.166656,281.500000,302.166656,250.555557,330.333344,252.571426,364.571442,253.857147,375.714294
0.52398016022 face 216.399994,284.399994,283.799988,279.600006,220.833328,306.333344,280.833344,302.000000,249.888885,330.333344,251.285721,365.000000,253.000000,376.571442
0.524810363983 face 216.199997,282.799988,285.000000,278.799988,220.666672,305.166656,281.000000,300.833344,249.888885,329.777771,251.571426,364.000000,253.142853,374.857147
0.525644367305 face 212.600006,282.600006,280.799988,278.200012,218.000000,304.500000,277.333344,300.166656,246.333328,328.000000,248.857147,363.142853,250.285721,373.714294
0.526472291332 face 213.600006,283.000000,281.000000,278.600006,218.666672,304.833344,278.833344,300.000000,247.333328,328.666656,249.000000,363.142853,250.571426,373.857147
